userName,content,score,thumbsUpCount,at
cita pauziah,"IKLAN LU GA BGTT, NGESELINN, TERLALU MAKSA, PDHL SEKELAS SHOPEE YANG UDAH BANYAK YANG MAKE IKLANNYA KAYA GITU? NAJIS",1,0,2026-07-01 13:35:15
Wilsya,pokoknya the best shopee rekoment banget,5,0,2026-07-01 13:35:00
Mohamad Saefudin,"CX/UX Aplikasi Katrok ABIS. Buat lah opsi verifikasi login, jangan cuman nomor HP doang. kalau device hilang nomor hilang, mau login gabisa. Update nomor juga syarat ribet bener gamasuk akal semua diminta. shopee katrok.",1,0,2026-07-01 13:34:05
chandra bdn,"belanja di shope aman, barang sampai dengan selamat, belanja barang yg 1 produk nominal nya jutaan juga nyampai",5,0,2026-07-01 13:33:41
Anida Rawina,"jujur aplikasi ini membantu buat membeli keperluan²,TAPI IKLAN NYA ITU KADANG MENGGANGGU,TIBA² BERALIH KE APLIKASI SHOPEE,KADANG MAU URUSAN CEPET SELESAI EHHH MALAH KE APLIKASI SHOPEE",3,0,2026-07-01 13:31:30
Raihan Ainul falah,"aku penguna baru dapat belanja pertama 0 rupiah atau diskonya 100% sampai dg 25rb e pas mau di chacout habis e pas aku ambil yang diskon 50% ada diskon 100% kan aneh ya. kayak dibohongi, diperbaiki lagi ya",1,0,2026-07-01 13:30:50
ANYA ANYA,"Aplikasi ini bagus dibandingkan dengan toko ijo, apalagi biaya ongkir nya gratis, terlebih lagi pengirimannya juga cepat. Bintang lima untuk aplikasi Shopee.",5,0,2026-07-01 13:30:38
Yudhi A.W. (A.W.Song's),"Tak bisa lebih simpel, untuk belanja",4,4,2026-07-01 13:29:43
Mh. Wakilmaulana Mh. Wakilmaulana,aku senang suka dengan aplikasi ini semuga kita mendapatkan kebaikan,5,0,2026-07-01 13:29:39
Indah,good,4,0,2026-07-01 13:28:51
Master 1234,"shope anjing iklan lu bego bgt dah padahall ke klik dikit aja langsung login apk duhh gustii, taik bgt",1,0,2026-07-01 13:26:53
Defra,"ini aplikasi blanja no.1 sih, soalnya banayk diskonnya sama kalo pengguna baru bisa dapet diskon 100%...saya samapai bingung mau beli apa kalo banyak diskon gini😅😅",5,0,2026-07-01 13:25:28
ahmad lindu,kasi bintang satu aja setiap gw download Shopee tetep ada iklan nya kayak maksa download dan beli juga mending redup aja atau hapus ni apk!!,1,0,2026-07-01 13:25:16
Agus Tio Rini,"iklan terlalu menganggu, menyebal kan, untuk aplikasi nya bagus bagus aja tapi iklan nya sangat tidak bagus, padahal saya sudah memencet tanda x nya tapi malah ke apk. dan juga kita gak mencet apa apa di iklan malah ke aplikasi.",1,0,2026-07-01 13:24:05
Rendi A Ridwan,pengirimannya lama banget,1,0,2026-07-01 13:22:48
soni sutendhi,"kenapa setelah barang diterima tombol ""selesai"" gak ada?? harus nunggu 2-3 hari",5,0,2026-07-01 13:22:38
Junaedi Al-Qirom,keren memudahkan urusan berbisnis,5,0,2026-07-01 13:22:12
Seli Melinda,pengiriman lama banget pakai spx,1,0,2026-07-01 13:20:48
lynbzy,iklan ny hmq,1,0,2026-07-01 13:17:27
Yukira Kirana,jelek,1,0,2026-07-01 13:15:51
MUCHDEDI Dedi,masih sesuai dengan harapan saya,4,0,2026-07-01 13:15:12
David Caml,ok,5,0,2026-07-01 13:15:05
Putri Frima,"sangat membantu,amanah,dan terpercaya",5,0,2026-07-01 13:14:02
Alicia Puding lele,"ngotak dong shope knt*l iklan lu dimana mana njg risih banget bngs*t tol* lu gw lagi buat sesuatu jadinya ke reset semua karena iklan lu, demi tuhan iklan lu rese banget bgs",2,0,2026-07-01 13:12:40
Wartini kasirun,wosap tidak bisa di bukah tolong in,1,0,2026-07-01 13:11:21
Alvino Solear,ok,5,0,2026-07-01 13:06:48
ade winjani,"iklan nya maksa bgt, ada di bnyak aplikasi dn menyusahkan",1,0,2026-07-01 13:05:57
0 1,"HUBUNGI CS NIAT BUAT NYELESAIKAN MASALAH SAMA NYAMPAIKAN PENDAPAT BUAT APLIKASINYA MAKIN BAIK, TAPI DARI SHOPEE NYA GA PERNAH ADA KEMAJUAN SAMA SEKALI, MAKIN SAMPAH PELAYANAN NYA, GA BISA NYELESAIKAN MASALAH, GA PERNAH NGASI SOLUSI YG BAIK, SHOPEE PELAYANAN NYA TAIK",1,0,2026-07-01 13:05:25
Rabu Pungkasan,sumpahh biaya layanan shopee kenapa makin gede😩 sekarang COD jadi 2.200 kalo pake shopeepay 1.700 sumpahh ga ikhlas bangett🤬,1,0,2026-07-01 13:03:00
Nur Adiva,kami puas cuman jika bisa saran saya itu pengiriman nya supaya di per cepat ya,5,0,2026-07-01 13:01:49
Fikri Ziyad,alhamdulillah pembelian online sangat membantu di era digital ini,5,0,2026-07-01 12:58:49
Tuntun Sugiarti,iklan lu berisik bgt,3,0,2026-07-01 12:58:38
Odon Olin adel,bagus tapi kalau mau beli apa apa harus pake nomer telepon,5,0,2026-07-01 12:58:24
Didin Pratama,sangat baik,5,0,2026-07-01 12:57:35
Arina Zaneta,iklan ny menggangu bgt bikin risih tau gak!!!!,1,0,2026-07-01 12:56:38
Kadek Pranata,untuk shopee tolong hapuskan iklan yang ada tanda silang palsu dan tanda silang kecil karena sangat mengganggu jika begini terus saya tak akan belanja di apk ini lagi,1,0,2026-07-01 12:56:25
Alex Aqndee,"klo bisa waktu pengiriman nomor kurir ny diterterakan atau dipajang diapk ny,agar tau paket ny ditarok dimna,ini paket syaaa udah di byar via TF tpi dianter kurir bukan ketempat sya gk tau kmna,ket sudah dikirim padhal blom,tolong diperbaiki masak kalah sma tiktok,tiktok aja menerakan nomor kurirny saat mengirim kealamattt,pdhall udah berdiri lama, nyewa iklan di tv sulit,menerakan nomor kurir sulit",1,0,2026-07-01 12:56:14
Azizah Faiza,bagus,5,0,2026-07-01 12:55:40
Ziaz Ucha,bagus,5,0,2026-07-01 12:55:10
Avrile Nikita Anggi,"aduh aplikasi sialan bgt ini tolong dong pihak shopee ini jgn maksa bgt masuk ke aplikasi lu, enak enak nonton masuk shopee, iklan shopee, kdang baru masuk aplikasi film tb2 dah ke shopee apaansi anjr maksa bgt harus ke shopee emg semua hidup tntg shopee kah semua iklan klo ga shopee ya judol tolong dong masa iklan harus masuk shopee mulu ga pencet aja masuk shopee mulu anjay, kdg dipencet lewati masi aja masuk shopee mau lu gmn sialan semua muanya masuk shopee yg waras dikit kek",1,0,2026-07-01 12:54:34
Jessica Ratumanan,"di apk lain iklan nya ini Mulu mana kadang nipu ada tanda x,TPI aplikasi ini membntu jga",1,0,2026-07-01 12:53:36
Aissah Dhini,kadang eror d buka d suruh ngulang kembali tp buat ku sangat membantu murah mksih shoper,5,0,2026-07-01 12:52:29
AHMAD SAIFUDIN,MANTUL,5,0,2026-07-01 12:51:19
Purnomo Siki,aplikasi ini?? p,4,0,2026-07-01 12:51:01
Drexsenn,bagus 👍,5,0,2026-07-01 12:49:54
Pak Candra,👍 TERIMAKASIH 🙏👍,5,0,2026-07-01 12:49:51
yuliati yuli,sangat membantu,5,0,2026-07-01 12:48:53
Dhina Pita,kecewa barang pesanan selalu di kirim rumah yang salah padahal alamat lengkap masih gitu terus bukan 1 kali tapi udah berapa kali 😒 semua barang hilang semua kecewa soalnya mau buat acara,1,0,2026-07-01 12:48:18
Ziko Eka,tolong iklanya dikurangi,1,0,2026-07-01 12:47:45
Annisa Samsuri,"kurang kurangin iklann nyaaaa aelahhh,kelempar mulu tiap nonton/ngebuka aplikasi,iklan shopee mulu,iya gw tau gw tauu. KURANG KURANGIN IKLAN LUUUUUUU ,NYEBELINNNNNNNNNNN BANGETTTTT,dan iklan nya lama banget,gak mudah di lewatinnnnn",1,0,2026-07-01 12:46:15
Yuni Apriska,"IKLANNYA NYEBELIN BNGT, SUKA MAKSA MASUK NIH APLIKASI😡",1,0,2026-07-01 12:46:05
Rohmat Jaya,sangat membantu dlam kehidupan sehari hari dalam mencari barang yg kita butuhkan dan sangat mudah.,5,0,2026-07-01 12:45:36
Kevin Alvaro,uish,5,0,2026-07-01 12:45:04
Dapp Tot,apalah gw selalu login nih game tiba tiba bet iklan shoppe maksa banget sumpah apa lagi gw lagi bikin prakarya ganggu bet tolong donk iklan nya sedikit aja merepotkan,1,0,2026-07-01 12:45:01
Husnul Hatima,bayar pakai qriss mmng gitu yah sudah ya tf tapi masi aja status pesanan saya blm bayar,3,0,2026-07-01 12:44:30
Anisa Lestari,iklannya menganggu,1,0,2026-07-01 12:44:20
Revan Andimorang,tolong iklan nya jangan di buat maksa. Karena tipuan nya banyak banget seperti tanda silang palsu kita ngga mencet malah pindah ke aplikasinya. tolong segera di urus,1,0,2026-07-01 12:43:10
rika widiastuti vrbedfgdfjp1,"Tolong iklan nya dikurangin Ya,kalau mau promosiin Jangan terlalu dipaksa. Karena ada orang yg Lagi bikin skripsi atau tugas dan tiba tiba ada promosi/iklan shopee dan setelah itu tugas/skripsi hilang dan dia buat Lagi tugasnya sampe begadang. tolong ya Shopee🙏🏻",2,0,2026-07-01 12:42:10
Sunardi Sunter,Terima kasih,5,0,2026-07-01 12:41:23
ajiz Otomotif,"robot di kolom chat bisa bikin salah beli, terkadang ada persamaan barang yg tidak diinfokan pedagang, atau stok tidak terupdate, pas ditanya di kolom chat, pedagang tidak tau ada pertanyaan dr pembeli",3,0,2026-07-01 12:40:24
Permen Lolipop,"iklannya maksa banget, padahal ga usah sebegitunya karena shopee ini banyak penggunanya di Indonesia",1,0,2026-07-01 12:39:59
Gita Ravega,iklan sangat menggangu,1,0,2026-07-01 12:39:23
Asni Lidya,"woii shopee lo ngotak dikit la, massa gue lagi enak enaknya main hp tiba2 iklan lo muncul, pas tombol x nya muncul di pencet malah nyampe nya ke shopee, mana iklan nya lama lagi, klo gue lagi pengen beli sesuatu di apk lo pasti gue bukak kok ga usah maksa pkek iklan yg ga jls lo itu, sumpah lo apk tercaper yg pernah ada",1,0,2026-07-01 12:38:05
Rzz [M5],jelek gua lagi kerjain skripsi malah ada iklan shopee nya dmna² ada iklan shopee tau ga sih ganggu bgt ajirt gua cape² kerjain skripsi malah ilang gara² shopee ajg 3jam gua ngerjain. nya. 😡😡😡😡😡😡😡😡😡,1,0,2026-07-01 12:37:55
Rafiezulmirr,"iklannya banyak trus pengantaran paketnya lama bener udah semingguan blum datang² terlalu santai kah,apalagi aplikasinya makin berat dan banyak iklan apalgi susah nak kluar dari iklannya ,beda bgt sama aplikasi lain pengiriman cepat ga terlalu bnyk iklan malah ada yang ga ada iklan",1,0,2026-07-01 12:36:52
Marina Kale,sejauh ini bagus,5,0,2026-07-01 12:34:25
Khaira Alfatin,iklan yang sangat sangat mengganggu,1,0,2026-07-01 12:34:18
Bambang,sip UN,5,0,2026-07-01 12:31:23
D Danz,good,5,0,2026-07-01 12:31:06
Daus Aja,apk bagus dan bermanfaat,5,0,2026-07-01 12:29:14
Febriandiro Whesiq,ok good,5,0,2026-07-01 12:28:37
Ozy Toya,bagus cepat di antar smaa kurir Ternate,5,0,2026-07-01 12:28:16
Hay Yota,joss sangan murmer belanja dan apk terpercaya sejak 2018 tapi sayang spaylater udah 1 tahun di tolak terus padahal sering belanja,5,0,2026-07-01 12:27:34
hadrin ama,"aplikasi bermanfaat, mudah di akses",5,0,2026-07-01 12:26:43
Mell Spanish,"SUKA BANGETT IHH I LOP YUUU, AKU BELI DI SHOPEE LEBIH MURAHH",5,0,2026-07-01 12:25:58
Wiwi Purnama,baik,5,0,2026-07-01 12:25:13
bocah koson93,iklan nya duh Gusti,1,0,2026-07-01 12:24:50
putri arlita,"sekarang pengirimannya sering salah jalur terus pas paket sedang dalam pengantaran tiba"" balik lagi di kirim ke tempat DC lg ini gimana sistemnya sih shopee gak ada perbaikan sama sekali",1,0,2026-07-01 12:23:31
Aulia,"terlalu banyak iklan di mana mana, saya merasa tidak nyaman dengan iklan yang terlalu banyak dari apk ini.",1,0,2026-07-01 12:22:45
Zeng niu,walaupun bnyak ptongan harga disini lebih enak yang lite ny soalnya yang ini terlalu berat untuk login nya lebih diperbaiki dong kurangin iklan nya smuanya skrg pda mahal tidak sesuai dngan yang asli enakan yang dulu,2,0,2026-07-01 12:20:31
lana zuma,mantul,5,0,2026-07-01 12:19:32
Cantika Salsabila,"jujur iklannya maksa banget, sebaiknya kalau bikin iklan gausah pake tanda silang palsu gitu, ngeselin bgt. kasian bgt yang ngerjain tugas kuliah di kumpul besok, malah ke hapus cuma gara gara iklan aplikasi Shoope ini, mau nge skip pun WAJIB masuk aplikasi dulu, lagi nonton, lagi main tiba tiba ada iklan shoope, pas mencet tanda silang, malah palsu, masuk playstore lagi. kecewa bgt",1,0,2026-07-01 12:19:24
C2 Cell,"Soal proses belanja, cukup baik. Yang menjadi kekurangan, yaitu "" transaksi cod / cod cek dulu. Dari pihak jasa pengiriman sering memberi sangsi pada konsumen apabila 2 sampai 3 kali melakukan penolakan paket. Padahal kesalahan bukan dari pihak konsumen, karena paket tidak sesuai dengan apa yang di iklankan. Mohon untuk menjadi perhatian, sebab sangat merugikan konsumen. Terimakasih.",4,0,2026-07-01 12:18:32
Airlangga Satria,iklannya ganggu bet+maksa lagi,1,0,2026-07-01 12:15:32
Evi Sukaisi Sukaisi,sangat bgus dan layan tertipu dn amnh Poko nya senag lh,5,0,2026-07-01 12:13:48
M.Akbar Bar,"iklan dimana mana, tolong dong marketing nya jangan over gini, semua orang juga risih klo dikit"" iklann dan iklan nya sangat"" menggangu ga bisa salah kepencet dikit langsung deh pindah alam, tolong ya shope di benahi, hal seperti ini sangat mengganggu kenyamanan, iklan gada batasan!!!!",1,0,2026-07-01 12:12:04
Usman Suherman,"Saya Tidak Pernah Telat Bayar Tagihan Sipinjam Dan Plyater Bahkan Sebelum Jatuh Tempo Saya Sudah Bayar,..!!!,.. Pertanyaan Saya Kenapa Sipinjam Dan Plyater Saya Tidak Bisa Di Gunakan Apa Masalahnya,...???,...Kalau Sampai Akhir Bulan Juli 2026 Tidak Bisa Juga Di Gunakan Playeter Dan Sipinjam Saya Maka Saya Akan Tidak Bersedia Membayar Tagihan Saya Di Shopee Baik Sipinjam Atau Pun Playeter(GAGAL BAYAR),...!!!",1,0,2026-07-01 12:09:24
Agung Rohman,terlalu bnyk iklan bermunculan di android,2,0,2026-07-01 12:07:12
Astrie Mayzen,bintangnya 1 aja sy turunkan karna spaylater ga bisa di gunakan lagi ..... bikin ksel,1,0,2026-07-01 12:06:38
Yudi Lopenaung,sangat membantu,5,0,2026-07-01 12:06:25
sol ihin,aplikasi yang bikin kecewa,1,0,2026-07-01 12:05:33
Rahmat Bhengal,sangat puas,5,0,2026-07-01 12:05:19
Muhammad Nurhadi Lubis,pelayanan tidak baik. dan tidak mememtingkan konsumen,1,0,2026-07-01 12:04:42
fasya abbinurachman,woy ngasih iklan yang ngotak dong,1,0,2026-07-01 12:03:02
Zakii Tamim,suka sekali belanja di platform ini yaaa.... selain murah banyak diskon dan aman tentunya,5,0,2026-07-01 12:00:21
Mubeyyenah 123,iklan nya ganggu banget tauuukkkkk.............,1,0,2026-07-01 11:59:43
nasukha nasukha,"sangat memuskan ,belanja dishopee",5,0,2026-07-01 11:59:41
Gregorius Dio,j. gtvY b tu,1,0,2026-07-01 11:58:48
Kharisma Widiastuti,"IKLAN NYA TOLONG JANGAN MAKSAAAAAA, ntar juga klo butuh pasti belanja di ni apk tapi sumpah iklan lo nyebelin banget",1,0,2026-07-01 11:58:48
Anak Serdadu,"gak jelas shopee barang gak di beli di antar oleh Kuril, dan kalau kita sudah Mesan sekali di toko itu akan di kirim ulang bertubi2",1,0,2026-07-01 11:55:04
MBOH,iklannya ada di mana2,1,0,2026-07-01 11:53:41
Dadang Kurnia,proses pengembalian barang menjadi uang kembali shopi sangat membantu,5,0,2026-07-01 11:53:09
Daniel Sowannanda,"ni apk Napa si? setiap main game atau lainnya selalu ada ni iklan, udh mencet close malah masuk, pas udh masuk mau di close ke apk sebelum malah ngga bisa harus nungguin masuk ke menu. kadang juga tiba tiba pindah ke apk ini padahal wifi/ paket data udah di matiin.",5,0,2026-07-01 11:52:31
Pirman Astaga,mantap,5,0,2026-07-01 11:52:04
Boil 0303,sangat cocok untuk digunakan,5,0,2026-07-01 11:50:17
Yunita Purnamasari,pliss Shopee padahal aku selalu belih di aplikasi kamu tapi iklan mu ga ngotak kali bah di mana mana menggangu banget sampai sampai sangking kesalnya aku hapus dah aplikasi mu ini 😤😧😡😠,1,0,2026-07-01 11:48:57
Abah Adang,aplikasi lambat pengiriman 4 hari baru sampai padahal dekat toko nya,2,0,2026-07-01 11:48:40
Navhaes Rsky,puas dan sangat membantu,4,0,2026-07-01 11:46:49
Sulaiman Rusdi,bagus,5,0,2026-07-01 11:46:04
blackbox photography,"bisa gasi kalo iklan itu ga usah maksa,gw mau mabar ama temen gw jadi nya ga jadi jadi ngntd,gara gara lu hp gw jadi nya rusak sialan,lu udah di download masih maksa, kurang ajar lu",1,0,2026-07-01 11:45:45
Cantek Sekali,"plis perbaiki iklan nya, iklan nya sangat menggangu,saya sedang menyelesaikan tugas dan ada iklan shopee tombol skip nya terlalu kecil dan saat saya memencet nya malah pindah ke shopee yg membuat tugas saya yg saya kerjakan hangus seketika",1,0,2026-07-01 11:44:56
Angelita Graciella,ilopeeeshoope #shoopeholic,5,0,2026-07-01 11:44:55
Dini Aulia,terlalu banyak iklan,1,0,2026-07-01 11:43:50
Hadi Solikul,"Saya menunggu pesanan saya yang belum di antar padahal estimasinya 24-26 Dan sampe tgl 27jun-1jul ga di anter.Tolong dong shopee,,katanya pengiriman cepat sampai Tapi ini... Yaaa walau dapet voucher 10.000, saya Kira minimal voucher nya dari 0rb ternyata 120rb (Dari expedisi Kids, jateng)",1,0,2026-07-01 11:43:31
Budi Rahman,sangat memuaskan dan nyaman,5,0,2026-07-01 11:42:37
Reco Veri,puas sangat puas...semoga Sophee makin tambah lebih baik....👍👍👍🙏🙏🙏,5,0,2026-07-01 11:41:20
widianti wika,terlalu sok asik iklannya tanda (x) nya ada yang palsu dan malah masuk ke apknya bahkan gak mencet pun tiba tiba masuk GANGGUU BANGET IKLAN NYA PEMAKSAAN KIRAIN DENGAN HAPUS APK YAUDAH GAK BAKAL MASUK KE APK TETEP MAKSA MASUK KE BROWSER,1,0,2026-07-01 11:40:31
Ayra Septriasa,"ini gabisa ga milih bintang? aplikasi nya pemaksaan, gua lagi ngedit lagi baca wp tiba' pindah ke shopee anjg, tolong klo iklan jg yg ngotak ya jangan berlebihan ga semua suka pake shopee. ga rekomendasi klo download shope",1,0,2026-07-01 11:39:12
Gege Efendi,mantaf banget belanja jadi gampang,5,0,2026-07-01 11:37:02
Siva Qodriyah,iklannya maksa baget caperr luuu,1,0,2026-07-01 11:36:43
Ita Anjayani,bagus,5,0,2026-07-01 11:36:18
Mas Bagus,"Karena ini bersifat opsional, saya bisa menyesuaikan deskripsi pengalaman sesuai kebutuhan Anda—apakah untuk lamaran kerja, profil diri, atau keperluan lain. Berikut contoh deskripsi umum yang bisa Anda gunakan atau sesuaikan:",2,0,2026-07-01 11:35:39
dlla,"IKLAN NYA MAKSA ""MAKSA"" BGTT, DIMANA"" IKLAN MANA LAMA BGT LAGI POKOKNYA MAKSA BGT",1,0,2026-07-01 11:35:01
Deni Anang,bagus dan cepat,5,0,2026-07-01 11:34:08
WINDMILL,Terimakasih shopee sdh membantu,5,0,2026-07-01 11:33:13
Mutia,"pihak sopee tolong kalo buat iklan pakek otak sikit laa,kikir kali kelenn,di klik tanda silang malah lari ke shopee,buat risih aja",1,0,2026-07-01 11:33:10
Mujianto,wih cepat pengirimannya tf uang,5,0,2026-07-01 11:32:53
Irfan Cland,sangat bagus,5,0,2026-07-01 11:32:04
Asrina Dewi,setelah Saya update login aja susah,4,0,2026-07-01 11:31:20
Fajar Purnama,aplikasi bego gajelas!,1,0,2026-07-01 11:30:34
I Gede Angga Putra Mandiartha,baik,5,0,2026-07-01 11:30:00
Nunung Setiawati,Karena tidak bisa pesan ketika sudah di hapus !!!,1,0,2026-07-01 11:29:41
Aminatus Zahroh,banyak iklan dimana mana,1,0,2026-07-01 11:27:57
Lia,terlalu banyak iklan shope walau udah di download,1,0,2026-07-01 11:27:32
Fatoni Toni,sangat membatu,5,0,2026-07-01 11:25:34
fathon Radit,notgod,1,0,2026-07-01 11:24:51
Septiani Zahra,iklan nya maksa banget,1,0,2026-07-01 11:22:29
Sho Baby,"ongkir nya makin mahal,iklan nya mengganggu",1,0,2026-07-01 11:22:29
Jampang Kulon,sopi bangsattt iklan mu itu pemak saan anjjjj capekk guaa masukk muluu ke luu hp guaa jadii laggg bangsaatttttt anjjjjj,1,0,2026-07-01 11:22:27
Lina Gulo,sangat puas,5,0,2026-07-01 11:21:40
Mio,"Saya sangat menyukai Shopee karena memiliki banyak promo, diskon menarik, dan pilihan produk yang lengkap. Namun, kualitas ekspedisi Shopee masih perlu banyak perbaikan. Pengiriman antarpulau Jawa sering melewati estimasi karena paket terlalu lama berada di gudang. Saya juga pernah mengalami retur sepihak dengan bukti foto alamat yang tidak sesuai. Mohon evaluasi dan tingkatkan sistem serta pengawasan ekspedisi agar pengiriman lebih cepat, konsisten, dan tidak merugikan pelanggan.",5,0,2026-07-01 11:21:28
TIARA N,iklanya sangat menggangu. aku g pencet knp muncul Layar OREN,1,0,2026-07-01 11:21:16
Zakki,"maksa bgt ajg iklannya, suka masuk sendiri lagi ajg bgt😠",1,0,2026-07-01 11:21:15
Jaja Jiji,"walaupun spaylater sama sp pinjam belum bisa padahal sering belanja yaudahlah ,good apps",5,0,2026-07-01 11:20:59
Nana Story,sudah mahal datangnya lama csnya gak cekatan disuruh antar pagi biar ada dirumah diantar siang,1,0,2026-07-01 11:20:09
Dlinz Pratama,sangat bagus dan saya senang dan pengriman cepat apa lagi yang bikin akun baru pasti gratis ongkir,5,0,2026-07-01 11:20:05
Hassana Manuel,"aplikasi tempat berbelanja hemat, bayak promo dan diskon",5,0,2026-07-01 11:19:44
Aris Prasetia28,sangat puas dan membantu,5,0,2026-07-01 11:19:32
Ilham Syah,aplikasi termurah dan terpercaya shoppe the best,5,0,2026-07-01 11:18:46
Muhammad Ukkasyah,bagus,5,0,2026-07-01 11:18:02
Rafiq Azriel,toppppppppp,5,0,2026-07-01 11:17:50
Akhmalsyani Dwi Permana,"Bagus dan bisa beli barang yg di inginkan, saya sering mendapatkan voucher gratis yg banyak thanks!!!",1,0,2026-07-01 11:16:10
Dapoer EN'S,"beli brang tidak sesuai, mau d retur susah, aneeh",1,0,2026-07-01 11:15:41
Kurnia,"aplikasi belanja bagus, tapi kalo KOIN bisa di pakai 90% dari Total Harga pasti Lebih BAIK kak,. .. Penjual tidak perlu beri Diskon Besar dan Pembeli yg Bukan VIP bisa BAYAR COD dengan Ringan dan Lancar Misal Total Belanja = Rp 1.300.000 bisa bayar pakai KOIN terlebih dahulu ke Penjual = 1.170.000, jadi Pembeli harus BAYAR SISAnya COD",5,0,2026-07-01 11:15:37
Dimas Elang,aplikasi dengan harga murah dan berkualitas,5,0,2026-07-01 11:14:56
Yuni Swarno,oke,5,0,2026-07-01 11:14:03
SYARIFUDIN Bake,luar biasa shopee,5,0,2026-07-01 11:13:59
Abimanyu Bayu aji,LAGI GRATIS ONGKIRR😝😝,5,0,2026-07-01 11:12:27
Bambang Rusdiono,👍👍,5,0,2026-07-01 11:12:25
Power Of Muslim,Sangat membantu dalam segmentasi kebutuhan dan fast responsif.,5,0,2026-07-01 11:11:06
Ayongmuhammadikhsan,iklan nya ganggu bgt ajg gua lagi ngerjain tugass gara² ad iklan lo tugas gue ilang .tugasnya edit di canva buat poster 3 jam gue ilang gara² ikaln babi ini,1,0,2026-07-01 11:10:48
Yogi Rianto,"iklan lu noh hama bgt dimana', lg nonton bkp malah ada ""Shopee COD Shopee COD""",1,0,2026-07-01 11:10:12
Marwan Oppo,Alhamdulillah sejauh ini puas sama shope,5,0,2026-07-01 11:07:05
Rudi Harmono,kerennn,5,0,2026-07-01 11:04:50
Rini Rini,bagus hijab,5,0,2026-07-01 11:04:45
Rediyansah grab,good aplikasi,4,0,2026-07-01 11:03:56
zivana,iklannya maksa bngt.,1,0,2026-07-01 11:03:50
dhanang kurniantoro,mung arep bayar we di angel2,1,1,2026-07-01 11:01:27
Syarif Ah,"tolong bgt ya, iklannya jangan maksa bet anjir",1,1,2026-07-01 11:01:05
Nurulistifadah,masih blm maksimal memakai shopee gaptik saya,3,0,2026-07-01 11:00:27
Bili BeleBolo,"tau ga yang paling terkontol dari aplikasi ini, nyedot kuota datanya gila2an, ini salah satu aplikasi rakus data, sumpah, zaman skarang lagi susah2 ehhh malah di bikin susah, nyedotnya langsung bikin kering kuota elu, sama semua turunan aplikasinya dari shopee, shopeepay dll",1,1,2026-07-01 10:59:20
Sanufa ara,IKLANNYA LEBAYY😌👆🏻,1,1,2026-07-01 10:58:48
Ay Adr,"hapus aja aplikasinya, sekarang setiap berhasil ngewar vocer besar selalu dibatalin sistem padahal sudah pakau 1akun 1hp 1pengguna 1pembayaran, uda langganan vip,uda platinum, masih aja dibatalin gak bs beli beras minyak gula telur.. drpd php terus mending dihapus aplikasinya",1,1,2026-07-01 10:58:44
Ranvi Bramantio,bagus,5,0,2026-07-01 10:58:33
Evasafety,"tolong banget buat shopee kalo bikin iklan ngotak dikit lahhh... susahnya gak ketolong kalo mw pencet exit, langsung otomatis masuk ke shopee. bayangin gw lagi nyari doksli tiba-tiba isekai ke apk shopee.",3,0,2026-07-01 10:57:56
Mina S,kurirnya tidak baik dan sopan,1,0,2026-07-01 10:56:58
Merris Sya,"kalo buat iklan yang bener lah, gak mencet apa apa tiba-tiba masuk sendiri konyol banget.",1,0,2026-07-01 10:56:04
Ahmad Reza,"tampilan dan desain sangat bagus , juga sangat sangat membantu cek out atau beli barang tinggal nunggu COD di rumah, Terimakasih.",5,0,2026-07-01 10:55:42
Edo setiawan saputra,"lama pengiriman nya, di transit",1,0,2026-07-01 10:55:28
Qorryaina,iklan nya terlalu maksa,1,0,2026-07-01 10:54:44
Najwa Khairani,"terlalu memaksa iklannya, pdhl gada mencet ni aplikasi, muncul tiba"" aja ni shope tanda silang palsu, iklannya lama. aplikasi jelek, kasi aja bintang 1 woii",1,0,2026-07-01 10:54:12
yasmin aja,tolong ya iklannya di hapus atau di permudah aja soalnyaa mengganggu orng lagi ngedit ni ada iklannya terus ku pencet tuh tanda silang eh malah masuk ke aplikasinya dan itu terjadi udh berkali kali di aku jadi tolong ya jangan maksaa...,1,0,2026-07-01 10:51:50
Hudi Mardiansyah,lebay iklan lu nyusahin aja orang lagi baca novel tiba² masuk ke shopee,1,0,2026-07-01 10:49:45
Rahma Bae,"bgs si tpi iklan nya ganggu bgt anjir kurangin lh min judol aj ga sebanyak it iklan ny, mn buat tombol palsu lgi, y pesan ak si kurangin iklan ny",1,0,2026-07-01 10:49:39
Hasanuddin Achink,shopee cepat dan selalu tanggung jawab,5,0,2026-07-01 10:49:23
Kepin Wiliam,bagus puas,5,0,2026-07-01 10:48:11
Nasih Atun,"bisa untuk menjadi cara yg praktis untuk berbelanja untuk ibu"",",4,0,2026-07-01 10:46:26
Nayra Saputri,"tolong iklan nya jangan terlalu maksa, Sangat mengganggu, saya lagi download video, tiba' ada iklan shopee padahal saya gak mencet sama sekali, TOLONG DI KURANGIN DAN JANGAN MAKSA IKLAN NYA",1,0,2026-07-01 10:44:12
Boy Chandra,okee,5,0,2026-07-01 10:44:02
Kamu Siapa?,"pembelanja,an yang sangat penipu hoax",1,0,2026-07-01 10:43:27
chika anatasyah,bagusss sayaa suka belanjaa di sinii 😻,5,0,2026-07-01 10:41:34
sy a,bisa ga iklan e gausah terlalu maksa.,2,0,2026-07-01 10:41:26
Ilyas Tikno,bikin iklan ngotak dikit jir😹,1,0,2026-07-01 10:41:22
